FEATURE,FEATURE2,NAME,POP 2010,COUNTY,COUNTY FIPS,STATE,STATE FIPS,LATITUDE,LONGITUDE
Civil,-999,Luxemburg,2515,Kewaunee,061,WI,55,44.5386065,-87.7039813
Civil,-999,Taylor,476,Jackson,053,WI,55,44.3210709,-91.1198757
Civil,-999,Bancroft,19,Kingsbury,077,SD,46,44.488028,-97.7500834
Civil,-999,Center Line,8257,Macomb,099,MI,26,42.4850362,-83.0277002
Civil,-999,Rochester Hills,70995,Oakland,125,MI,26,42.6583661,-83.1499322
Civil,-999,North Bay,241,Racine,101,WI,55,42.7647416,-87.7797972
Civil,-999,Auburn,2087,Bay,017,MI,26,43.6033583,-84.0697048
Civil,County Seat,Montello,1495,Marquette,077,WI,55,43.7913679,-89.3198414
Census,-999,Lake Arrowhead,3071,York,031,ME,23,43.6636897,-70.7347813
Civil,-999,Hillsboro,1417,Vernon,123,WI,55,43.6521958,-90.3440178
Civil,-999,La Farge,746,Vernon,123,WI,55,43.5746959,-90.6404083
Civil,-999,Brownsville,581,Dodge,027,WI,55,43.6163809,-88.4906592
Civil,-999,Deer Lake,687,Schuylkill,107,PA,42,40.6250914,-76.0604916
Civil,-999,Port Carbon,1889,Schuylkill,107,PA,42,40.6964788,-76.1688304
Civil,-999,Wellsville,3541,Columbiana,029,OH,39,40.6028419,-80.6489628
Census,-999,South Hooksett,5418,Merrimack,013,NH,33,43.0264727,-71.4353446
Civil,-999,Germantown,19749,Washington,131,WI,55,43.2286174,-88.1103691
Civil,-999,Newburg,1254,Washington,131,WI,55,43.4316671,-88.0464812
Populated Place,-999,Halfa,-999,Emmet,063,IA,19,43.3519039,-94.5419215
Populated Place,-999,Dorchester,-999,Allamakee,005,IA,19,43.4696942,-91.5109742
Civil,-999,Carson City,1093,Montcalm,117,MI,26,43.1769772,-84.8463945
Civil,-999,Wauzeka,711,Crawford,023,WI,55,43.0852617,-90.8831826
Civil,-999,Gays Mills,491,Crawford,023,WI,55,43.3174788,-90.8448502
Census,-999,Manchester Center,2120,Bennington,003,VT,50,43.1770206,-73.0570488
Census,-999,Derry,22015,Rockingham,015,NH,33,42.8806425,-71.3272856
Civil,-999,Hazel Green,1256,Grant,043,WI,55,42.5327799,-90.4345722
Civil,County Seat,Grand Haven,10412,Ottawa,139,MI,26,43.0630734,-86.2283864
Civil,-999,Wales,2549,Waukesha,133,WI,55,43.0044549,-88.3767626
Census,-999,Jaffrey,2757,Cheshire,005,NH,33,42.813973,-72.023136
Civil,County Seat,Ionia,11394,Ionia,067,MI,26,42.9872547,-85.0711174
Civil,County Seat,Vermillion,10571,Clay,027,SD,46,42.7794417,-96.9292104
Populated Place,-999,Eldorado,-999,Fayette,065,IA,19,43.0505322,-91.8354386
Census,-999,Lee,2051,Berkshire,003,MA,25,42.3042537,-73.2481616
Census,-999,Arlington,42844,Middlesex,017,MA,25,42.4153739,-71.1564428
Census,-999,Lunenburg,1760,Worcester,027,MA,25,42.5945342,-71.724516
Census,-999,Hatfield,1318,Hampshire,015,MA,25,42.3709226,-72.5981446
Civil,County Seat,Kalamazoo,74262,Kalamazoo,077,MI,26,42.2917069,-85.5872286
Census,-999,Abington,15985,Plymouth,023,MA,25,42.1048228,-70.9453218
Census,-999,Bridgewater,7841,Plymouth,023,MA,25,41.9903787,-70.9750426
Census,-999,Duxbury,1802,Plymouth,023,MA,25,42.0417695,-70.672259
Census,-999,Wauregan,1205,Windham,015,CT,09,41.7442655,-71.9092393
Civil,State Capital,Providence,178042,Providence,007,RI,44,41.8239891,-71.4128343
Census,-999,Pascoag,4577,Providence,007,RI,44,41.9556539,-71.7022899
Civil,-999,Liberty,249,Tioga,117,PA,42,41.5584074,-77.1046928
Civil,-999,Bethany,246,Wayne,127,PA,42,41.6131434,-75.2843432
Civil,-999,North Kingsville,2923,Ashtabula,007,OH,39,41.905887,-80.6903597
Civil,-999,Bentleyville,864,Cuyahoga,035,OH,39,41.4131094,-81.4109468
Civil,-999,Walton Hills,2281,Cuyahoga,035,OH,39,41.3656097,-81.5612322
Civil,-999,Rouseville,523,Venango,121,PA,42,41.4689485,-79.6908857
Civil,-999,Dushore,608,Sullivan,113,PA,42,41.524242,-76.4007744
Civil,-999,Juniata Terrace,542,Mifflin,087,PA,42,40.5856289,-77.5783262
Civil,-999,Bayonne,63024,Hudson,017,NJ,34,40.6687141,-74.1143091
Civil,-999,Mountainside,6685,Union,039,NJ,34,40.6723242,-74.3573722
Civil,-999,Highlands,5005,Monmouth,025,NJ,34,40.40372,-73.991527
Civil,County Seat,Norristown,34324,Montgomery,091,PA,42,40.121497,-75.3399048
Civil,-999,Hightstown,5494,Mercer,021,NJ,34,40.2695538,-74.5232089
Civil,-999,Island Heights,1673,Ocean,029,NJ,34,39.9420626,-74.1498616
Civil,-999,Westerville,36120,Franklin,049,OH,39,40.1261743,-82.9290696
Civil,County Seat,Norton,2928,Norton,137,KS,20,39.8338946,-99.8915113
Civil,-999,Oakwood,9202,Montgomery,113,OH,39,39.7253369,-84.1741059
Civil,-999,Absecon,8411,Atlantic,001,NJ,34,39.4284503,-74.4957076
Civil,-999,Hammonton,14791,Atlantic,001,NJ,34,39.6365056,-74.8023853
Civil,County Seat,Cincinnati,296943,Hamilton,061,OH,39,39.1146631,-84.52968641
Civil,-999,Glendale,2155,Hamilton,061,OH,39,39.2706134,-84.4593871
Civil,County Seat,Fredericksburg,24286,Fredericksburg City,630,VA,51,38.3031837,-77.4605399
Civil,-999,Wachapreague,232,Accomack,001,VA,51,37.6042998,-75.6896502
Civil,County Seat,Emporia,5927,Emporia City,595,VA,51,36.6859829,-77.5424809
Populated Place,-999,Boydell,-999,Ashley,003,AR,05,33.3656717,-91.4912323
Civil,-999,McLendon-Chisholm,1373,Rockwall,397,TX,48,32.8423476,-96.3805389
Civil,County Seat,Bad Axe,3129,Huron,063,MI,26,43.8019592,-83.0007774
Civil,-999,Taylor,63131,Wayne,163,MI,26,42.240872,-83.2696509
Civil,-999,Inkster,25369,Wayne,163,MI,26,42.2942045,-83.3099303
Civil,-999,Melvindale,10715,Wayne,163,MI,26,42.2825383,-83.175203
Civil,County Seat,Monroe,20733,Monroe,115,MI,26,41.9164343,-83.3977101
Census,-999,Tainter Lake,2242,Dunn,033,WI,55,44.9891288,-91.847675
Census,-999,Lewiston,1392,Montmorency,119,MI,26,44.8839001,-84.3055687
Census,-999,Oscoda,903,Iosco,069,MI,26,44.4202933,-83.330801
Civil,-999,Altmar,407,Oswego,075,NY,36,43.5100703,-76.002142
Civil,-999,Clinton,1942,Oneida,065,NY,36,43.0484029,-75.3785034
Census,-999,Burt,1228,Saginaw,145,MI,26,43.2366929,-83.9063571
Civil,-999,Aurora,724,Cayuga,011,NY,36,42.7539591,-76.7024485
Civil,-999,Red Creek,532,Wayne,117,NY,36,43.247289,-76.7235636
Civil,-999,North Bennington,1643,Bennington,003,VT,50,42.930356,-73.242609
Census,-999,Comstock Park,10088,Kent,081,MI,26,43.0386368,-85.6700332
Census,-999,Brewerton,4029,Onondaga,067,NY,36,43.2381242,-76.1407575
Census,-999,Nedrow,2244,Onondaga,067,NY,36,42.9750662,-76.1413133
Civil,-999,Camillus,1213,Onondaga,067,NY,36,43.039233,-76.3040965
Census,-999,Jenison,16538,Ottawa,139,MI,26,42.9072481,-85.7919784
Civil,-999,Hamilton,4239,Madison,053,NY,36,42.8270136,-75.5446238
Civil,County Seat,Wampsville,543,Madison,053,NY,36,43.0753457,-75.7068507
Civil,-999,Alexander,509,Genesee,037,NY,36,42.9011711,-78.2566834
Civil,-999,Corfu,709,Genesee,037,NY,36,42.9600595,-78.4055767
Census,-999,Eden,3516,Erie,029,NY,36,42.652282,-78.8969785
Civil,-999,Hamburg,9409,Erie,029,NY,36,42.7158927,-78.8294768
Civil,-999,East Nassau,587,Rensselaer,083,NY,36,42.5078592,-73.5065006
Census,-999,Duane Lake,323,Schenectady,093,NY,36,42.7531315,-74.1076268
Census,-999,East Glenville,6616,Schenectady,093,NY,36,42.8945204,-73.9279019
Census,-999,Mariaville Lake,722,Schenectady,093,NY,36,42.8247976,-74.1287389
Census,-999,Salisbury,4869,Essex,009,MA,25,42.8417577,-70.8606083
Census,-999,Topsfield,2717,Essex,009,MA,25,42.6375935,-70.9494966
Census,-999,Eagle Lake,1192,Racine,101,WI,55,42.7069622,-88.1281424
Civil,County Seat,Schoharie,922,Schoharie,095,NY,36,42.6659088,-74.3095787
Civil,-999,Altamont,1720,Albany,001,NY,36,42.7006324,-74.0337382
Census,-999,Powers Lake,1615,Kenosha,059,WI,55,42.5536291,-88.2945365
Census,-999,South Hill,6673,Tompkins,109,NY,36,42.4292396,-76.4949405
Civil,-999,Falconer,2420,Chautauqua,013,NY,36,42.1186695,-79.1983799
Civil,-999,Lakewood,3002,Chautauqua,013,NY,36,42.1042241,-79.3331041
Census,-999,North Amherst,6819,Hampshire,015,MA,25,42.410367,-72.530921
Civil,-999,Richburg,450,Allegany,003,NY,36,42.0884,-78.153343
Census,-999,Grandwood Park,5202,Lake,097,IL,17,42.3930769,-87.9867449
Civil,-999,Candor,851,Tioga,107,NY,36,42.2328518,-76.3424357
Census,-999,North Pembroke,3292,Plymouth,023,MA,25,42.0931574,-70.7925408
Census,-999,North Plymouth,3600,Plymouth,023,MA,25,41.9709365,-70.6828139
Census,-999,West Elmira,4967,Chemung,015,NY,36,42.0781299,-76.8452357
Census,-999,Collinsville,3746,Hartford,003,CT,09,41.8128757,-72.9201022
Census,-999,Simonton Lake,4678,Elkhart,039,IN,18,41.7542159,-85.9750012
Census,-999,Waterford,2887,New London,011,CT,09,41.3417,-72.13597
Civil,-999,Maybrook,2958,Orange,071,NY,36,41.4839827,-74.2176487
Census,-999,Lightstreet,1093,Columbia,037,PA,42,41.0406494,-76.4175499
Census,-999,Farmingville,15481,Suffolk,103,NY,36,40.8312096,-73.029552
Census,-999,East Quogue,4757,Suffolk,103,NY,36,40.8406554,-72.5814814
Census,-999,Ronkonkoma,19082,Suffolk,103,NY,36,40.8153761,-73.112333
Census,-999,Gordon Heights,4042,Suffolk,103,NY,36,40.8587097,-72.9706607
Census,-999,Holtsville,19714,Suffolk,103,NY,36,40.8153762,-73.0451085
Census,-999,West Islip,28335,Suffolk,103,NY,36,40.7062104,-73.3062302
Civil,-999,Islandia,3335,Suffolk,103,NY,36,40.8042649,-73.1690019
Civil,-999,Village of the Branch,1807,Suffolk,103,NY,36,40.8523966,-73.1843399
Civil,-999,Westhampton Beach,1721,Suffolk,103,NY,36,40.80835876,-72.65485376
Census,-999,Merrick,22097,Nassau,059,NY,36,40.6628796,-73.551516
Census,-999,Old Bethpage,5523,Nassau,059,NY,36,40.7625993,-73.4531786
Census,-999,Massapequa,21685,Nassau,059,NY,36,40.6806564,-73.4742914
Civil,-999,North Hills,5075,Nassau,059,NY,36,40.7809343,-73.6765187
Civil,-999,Valley Stream,37511,Nassau,059,NY,36,40.6642699,-73.7084645
Census,-999,Buffalo,692,White,181,IN,18,40.8825397,-86.7452901
Civil,-999,Caldwell,7822,Essex,013,NJ,34,40.8398218,-74.2765366
Census,-999,East Rutherford,196,Juniata,067,PA,42,40.3703586,-77.6047123
Civil,County Seat,New Cumberland,1103,Hancock,029,WV,54,40.4967329,-80.6067392
Census,-999,Thompsonville,3520,Washington,125,PA,42,40.2909032,-80.1081107
Census,-999,Strathmore,7258,Monmouth,025,NJ,34,40.3959416,-74.2134775
Census,-999,West Freehold,13613,Monmouth,025,NJ,34,40.2420556,-74.301258
Census,-999,Glenside,8384,Montgomery,091,PA,42,40.1023326,-75.1521195
Census,-999,Stowe,3695,Montgomery,091,PA,42,40.2525952,-75.677409
Census,-999,Fayetteville,3128,Franklin,055,PA,42,39.9112028,-77.5499888
Civil,-999,McMechen,1926,Marshall,051,WV,54,39.9881293,-80.7314718
Census,-999,Morrisville,1265,Greene,059,PA,42,39.8947975,-80.1617292
Census,-999,Leitersburg,573,Washington,043,MD,24,39.6925953,-77.6227695
Civil,County Seat,Hagerstown,39662,Washington,043,MD,24,39.6417629,-77.7199932
Census,-999,La Vale,3551,Allegany,001,MD,24,39.655643,-78.8105755
Census,-999,Cheat Lake,7988,Monongalia,061,WV,54,39.6720244,-79.8533907
Civil,-999,Masontown,546,Preston,077,WV,54,39.552306,-79.7978358
Census,-999,Perry Hall,28474,Baltimore,005,MD,24,39.4126073,-76.463574
Civil,-999,Shepherdstown,1734,Jefferson,037,WV,54,39.4300996,-77.804161
Civil,-999,Hillsboro,80,Loudoun,107,VA,51,39.1981588,-77.7227706
Civil,-999,Wardensville,271,Hardy,031,WV,54,39.0751067,-78.5977904
Census,-999,Deale,4945,Anne Arundel,003,MD,24,38.7765055,-76.5552359
Census,-999,Odenton,37132,Anne Arundel,003,MD,24,39.0839981,-76.7002462
Civil,County Seat,Elizabeth,823,Wirt,105,WV,54,39.0634129,-81.3951198
Census,-999,Chillum,33513,Prince George's,033,MD,24,38.9637218,-76.9908093
Civil,-999,Capitol Heights,4337,Prince George's,033,MD,24,38.8851122,-76.9158068
Civil,-999,Harman,143,Randolph,083,WV,54,38.9223323,-79.5250534
Civil,-999,Edinburg,1041,Shenandoah,171,VA,51,38.8209466,-78.5658453
Census,-999,Fort Belvoir,7100,Fairfax,059,VA,51,38.7118208,-77.1459045
Civil,-999,Clifton,282,Fairfax,059,VA,51,38.7801142,-77.3866535
Civil,-999,Remington,598,Fauquier,061,VA,51,38.5337354,-77.8083266
Civil,-999,Laurel,3708,Sussex,005,DE,10,38.5565041,-75.5713141
Civil,-999,Reedy,182,Roane,087,WV,54,38.8995287,-81.4248433
Census,-999,Owings,2149,Calvert,009,MD,24,38.7176176,-76.6013487
Census,-999,Bensville,11923,Charles,017,MD,24,38.6176476,-77.007687
Census,-999,Weyers Cave,2473,Augusta,015,VA,51,38.288462,-78.9130826
Civil,County Seat,Wayne,1413,Wayne,099,WV,54,38.2214748,-82.4423747
Census,-999,Eden,823,Somerset,039,MD,24,38.2806755,-75.6510368
Civil,County Seat,Logan,1779,Logan,045,WV,54,37.8487147,-81.9934581
Census,-999,Bradley,2040,Raleigh,081,WV,54,37.8653908,-81.193991
Civil,-999,Cape Charles,1009,Northampton,131,VA,51,37.267916,-76.0174336
Civil,-999,Bluefield,5444,Tazewell,185,VA,51,37.252617,-81.2712105
Civil,County Seat,Charlotte Court House,543,Charlotte,037,VA,51,37.0565362,-78.638334
Civil,-999,Coeburn,2139,Wise,195,VA,51,36.9439917,-82.4640401
Census,-999,Shell Knob,1379,Barry,009,MO,29,36.6322872,-93.6343588
Civil,-999,Dungannon,332,Scott,169,VA,51,36.8284344,-82.4723742
Civil,-999,Weber City,1327,Scott,169,VA,51,36.6228778,-82.5620977
Census,-999,South Monroe,6433,Monroe,115,MI,26,41.8958789,-83.4177105
Civil,-999,Badger,375,Roseau,135,MN,27,48.7824785,-96.0144482
Civil,-999,Biwabik,969,Saint Louis,137,MN,27,47.5329811,-92.3401787
Civil,-999,Climax,267,Polk,119,MN,27,47.6077515,-96.8170222
Civil,County Seat,Bagley,1392,Clearwater,029,MN,27,47.5216231,-95.3983491
Civil,-999,Henriette,71,Pine,115,MN,27,45.8716237,-93.117437
Civil,-999,Greenwood,688,Hennepin,053,MN,27,44.9149631,-93.5532897
Civil,-999,Chanhassen,22952,Carver,019,MN,27,44.8621853,-93.5307883
Civil,-999,Heidelberg,122,Le Sueur,079,MN,27,44.4913526,-93.6263443
Civil,-999,Hammond,132,Wabasha,157,MN,27,44.2221886,-92.3735113
Civil,-999,Brownsville,466,Houston,055,MN,27,43.6941356,-91.2798571
Civil,-999,Castalia,173,Winneshiek,191,IA,19,43.1119219,-91.6762624
Census,-999,Windsor,3573,Dane,025,WI,55,43.2183254,-89.3415057
Civil,-999,Hawarden,2546,Sioux,167,IA,19,42.9958216,-96.4853085
Civil,-999,Clarksville,1439,Butler,023,IA,19,42.7847,-92.6676907
Civil,-999,Coralville,18907,Johnson,103,IA,19,41.6764044,-91.5804475
Civil,-999,Dixon,247,Scott,163,IA,19,41.7428049,-90.7823673
Civil,-999,Delta,328,Keokuk,107,IA,19,41.3227881,-92.3301841
Civil,County Seat,Decatur,9405,Adams,001,IN,18,40.830603,-84.9291329
Civil,-999,Delavan,1689,Tazewell,179,IL,17,40.3725415,-89.5473245
Civil,-999,Hamilton,2951,Hancock,067,IL,17,40.3964333,-91.3390389
Civil,-999,Bolckow,187,Andrew,003,MO,29,40.1130481,-94.8221907
Civil,County Seat,Decatur,76122,Macon,115,IL,17,39.8403147,-88.9548001
Civil,-999,Denison,187,Jackson,085,KS,20,39.3916635,-95.6280357
Civil,-999,Dearborn,496,Platte,165,MO,29,39.5219411,-94.7699608
Civil,-999,Benld,1556,Macoupin,117,IL,17,39.0928246,-89.8039845
Civil,-999,Buckner,3076,Jackson,095,MO,29,39.132506,-94.1985575
Civil,-999,Auxvasse,983,Callaway,027,MO,29,39.0180962,-91.8971198
Civil,-999,Holts Summit,3247,Callaway,027,MO,29,38.640315,-92.1224056
Civil,-999,Alton,27865,Madison,119,IL,17,38.8906038,-90.1842764
Civil,County Seat,Clayton,15939,Saint Louis,189,MO,29,38.6425518,-90.3237263
Civil,-999,Creighton,349,Cass,037,MO,29,38.4947378,-94.0732758
Civil,-999,Alexander,65,Rush,165,KS,20,38.4694588,-99.5531697
Civil,-999,Centreville,5309,Saint Clair,163,IL,17,38.5833842,-90.125109
Civil,County Seat,Boonville,6246,Warrick,173,IN,18,38.0492132,-87.2741723
Civil,-999,Hesston,3709,Harvey,079,KS,20,38.1383437,-97.4314267
Civil,-999,Belpre,84,Edwards,047,KS,20,37.9500155,-99.1003824
Civil,-999,Bunker,407,Reynolds,179,MO,29,37.4556019,-91.2095758
Civil,County Seat,Houston,2081,Texas,215,MO,29,37.3261588,-91.955988
Civil,-999,Argonia,501,Sumner,191,KS,20,37.265854,-97.7656092
Civil,-999,Battlefield,5590,Greene,077,MO,29,37.1156073,-93.3701899
Civil,-999,Dearing,431,Montgomery,125,KS,20,37.0586882,-95.713312
Civil,-999,Kennedy,193,Kittson,069,MN,27,48.641925,-96.9089482
Civil,-999,Lancaster,340,Kittson,069,MN,27,48.8583146,-96.8042148
Civil,County Seat,Grand Rapids,10869,Itasca,061,MN,27,47.2371658,-93.5302142
Civil,-999,Kettle River,180,Carlton,017,MN,27,46.4916126,-92.877983
Civil,-999,Kerrick,65,Pine,115,MN,27,46.3388339,-92.5857518
Civil,-999,Meire Grove,179,Stearns,145,MN,27,45.6296872,-94.8691827
Civil,-999,Montrose,2847,Wright,171,MN,27,45.0649634,-93.9110814
Civil,-999,Eden Prairie,60797,Hennepin,053,MN,27,44.8546856,-93.470786
Civil,-999,North Oaks,4469,Ramsey,123,MN,27,45.102744,-93.0791092
Civil,-999,Mendota,198,Dakota,037,MN,27,44.8871878,-93.1643869
Civil,-999,Mendota Heights,11071,Dakota,037,MN,27,44.8835768,-93.1382749
Civil,-999,Edgerton,1189,Pipestone,117,MN,27,43.8724681,-96.1286369
Civil,-999,Kinbrae,12,Nobles,105,MN,27,43.8257951,-95.4872265
Civil,County Seat,Emmetsburg,3904,Palo Alto,147,IA,19,43.1127427,-94.6830357
Civil,-999,Fostoria,231,Clay,041,IA,19,43.2421877,-95.1555519
Civil,-999,Nashua,1663,Chickasaw,037,IA,19,42.9527536,-92.5362956
Civil,-999,Merrill,755,Plymouth,149,IA,19,42.7197133,-96.2486357
Civil,-999,Durango,22,Dubuque,061,IA,19,42.5602775,-90.7756829
Civil,-999,Lehigh,416,Webster,187,IA,19,42.3599729,-94.0521771
Civil,-999,Jesup,2520,Buchanan,019,IA,19,42.475543,-92.0637884
Civil,-999,Lamont,461,Buchanan,019,IA,19,42.5985957,-91.6421006
Civil,-999,Dunkerton,852,Black Hawk,013,IA,19,42.5699858,-92.1604569
Civil,-999,North Chicago,32574,Lake,097,IL,17,42.325578,-87.8411818
Civil,-999,Dysart,1379,Tama,171,IA,19,42.171659,-92.3062978
Civil,-999,Le Grand,938,Marshall,127,IA,19,42.0069336,-92.7754761
Civil,County Seat,Gering,8500,Scotts Bluff,157,NE,31,41.8258016,-103.6604995
Civil,-999,Minburn,365,Dallas,049,IA,19,41.7563757,-94.0274544
Civil,-999,Nichols,374,Muscatine,139,IA,19,41.4811351,-91.3076576
Civil,County Seat,Kimball,2496,Kimball,105,NE,31,41.2358138,-103.6629967
Civil,-999,Greentop,442,Schuyler,197,MO,29,40.3469749,-92.5690817
Civil,-999,Elmo,168,Nodaway,147,MO,29,40.5183264,-95.1155323
Civil,-999,Marceline,2233,Linn,115,MO,29,39.7119703,-92.9482526
Civil,-999,Downs,900,Osborne,141,KS,20,39.4986215,-98.5420098
Civil,-999,Green,128,Clay,027,KS,20,39.4277759,-97.0019605
Civil,County Seat,Marshall,13065,Saline,195,MO,29,39.1230777,-93.1968704
Civil,County Seat,Lexington,4726,Lafayette,107,MO,29,39.1847339,-93.8799426
Civil,-999,Grafton,674,Jersey,083,IL,17,38.9700484,-90.4315046
Civil,-999,Lane,225,Franklin,059,KS,20,38.4397392,-95.0821916
Civil,-999,Frederick,18,Rice,159,KS,20,38.5133432,-98.2683947
Civil,County Seat,Greenfield,1371,Dade,057,MO,29,37.4153244,-93.8410449
Civil,-999,Mountain Grove,4789,Wright,229,MO,29,37.1306078,-92.2634942
Civil,-999,Minneola,745,Clark,025,KS,20,37.4433558,-100.0151355
Civil,County Seat,Park Rapids,3709,Hubbard,057,MN,27,46.9221813,-95.0586322
Civil,-999,Pierz,1393,Morrison,097,MN,27,45.9816318,-94.1047124
Civil,County Seat,Stillwater,18225,Washington,163,MN,27,45.0563558,-92.8060408
Civil,-999,Shorewood,7307,Hennepin,053,MN,27,44.9007963,-93.5891242
Civil,-999,Broadland,31,Beadle,005,SD,46,44.4924824,-98.3492596
Civil,-999,Sherburn,1137,Martin,091,MN,27,43.6521779,-94.7269247
Civil,-999,Scarville,72,Winnebago,189,IA,19,43.4705099,-93.6177169
Civil,-999,Stacyville,494,Mitchell,131,IA,19,43.4360794,-92.7824109
Civil,-999,Orchard,71,Mitchell,131,IA,19,43.2274731,-92.7721384
Civil,-999,Rowley,264,Buchanan,019,IA,19,42.3699889,-91.8440621
Civil,-999,Oto,108,Woodbury,193,IA,19,42.2838792,-95.8930651
Civil,-999,Somers,113,Calhoun,025,IA,19,42.3783106,-94.4299713
Civil,-999,Osmond,783,Pierce,139,NE,31,42.3600032,-97.5967282
Civil,-999,Riverdale,405,Scott,163,IA,19,41.5444778,-90.4581879
Civil,County Seat,Princeton,7660,Bureau,011,IL,17,41.3680919,-89.4648145
Civil,-999,South English,212,Keokuk,107,IA,19,41.452232,-92.090456
Civil,-999,Macksburg,113,Madison,121,IA,19,41.2147121,-94.1852321
Civil,-999,Saint Charles,653,Madison,121,IA,19,41.2883257,-93.8093887
Civil,-999,Monroeville,1235,Allen,003,IN,18,40.9747705,-84.8682972
Civil,County Seat,Paxton,4473,Ford,053,IL,17,40.4603125,-88.0953201
Civil,-999,Stockport,296,Van Buren,177,IA,19,40.8575265,-91.8351687
Civil,-999,Cicero,4812,Hamilton,057,IN,18,40.1239257,-86.0133181
Civil,County Seat,Saint Clairsville,5184,Belmont,013,OH,39,40.0806266,-80.9000916
Civil,-999,Middletown,2322,Henry,065,IN,18,40.0572668,-85.537197
Civil,-999,Southport,1712,Marion,097,IN,18,39.6650454,-86.1277639
Civil,-999,Bainbridge,746,Putnam,133,IN,18,39.761157,-86.8119523
Civil,County Seat,Saint Joseph,76780,Buchanan,021,MO,29,39.7686055,-94.8466322
Civil,-999,Scottsville,25,Mitchell,123,KS,20,39.5436162,-97.9530997
Civil,-999,Peabody,1210,Marion,115,KS,20,38.1694596,-97.1066965
Civil,-999,Ramona,187,Marion,115,KS,20,38.5972316,-97.0619627
Civil,-999,Paragon,659,Morgan,109,IN,18,39.3950468,-86.562499
Civil,-999,Crane,184,Martin,101,IN,18,38.8911588,-86.9038938
Civil,-999,South Hutchinson,2457,Reno,155,KS,20,38.0280671,-97.9403303
Civil,-999,Passaic,34,Bates,013,MO,29,38.3219655,-94.3482833
Civil,-999,Macksville,549,Stafford,185,KS,20,37.959182,-98.9687099
Civil,-999,Pilot Knob,746,Iron,093,MO,29,37.6211611,-90.6404007
Civil,-999,Blue Eye,167,Stone,209,MO,29,36.50272168,-93.393758
Civil,-999,Rockaway Beach,841,Taney,213,MO,29,36.6992276,-93.1599022
Civil,-999,Willernie,507,Washington,163,MN,27,45.0541329,-92.9566037
Civil,-999,Worthington,401,Dubuque,061,IA,19,42.3963877,-91.1198617
Civil,-999,Urbana,1458,Benton,011,IA,19,42.2241596,-91.8743444
Civil,-999,Willey,88,Carroll,027,IA,19,41.9791526,-94.8222065
Civil,-999,Castalia,852,Erie,043,OH,39,41.4000523,-82.8085204
Civil,-999,Winona Lake,4908,Kosciusko,085,IN,18,41.2272668,-85.8219345
Civil,-999,Westwood,112,Henry,087,IA,19,40.9655832,-91.6237738
Civil,-999,Weeping Water,1050,Cass,025,NE,31,40.8700007,-96.1405661
Civil,-999,Burbank,207,Wayne,169,OH,39,40.988667,-81.9948684
Civil,-999,Udell,47,Appanoose,007,IA,19,40.7808489,-92.7421385
Civil,-999,Unionville,102,Appanoose,007,IA,19,40.8183488,-92.6954705
Civil,-999,Burr,57,Otoe,131,NE,31,40.5355554,-96.3000112
Civil,-999,Bryant,220,Fulton,057,IL,17,40.4661513,-90.0917851
Civil,-999,Chesterville,228,Morrow,117,OH,39,40.4800607,-82.6835057
Civil,-999,Fairmount,2954,Grant,053,IN,18,40.4153179,-85.6505317
Civil,-999,Fowlerton,261,Grant,053,IN,18,40.4094855,-85.5735853
Civil,-999,Rutledge,109,Scotland,199,MO,29,40.3136488,-92.0882345
Civil,-999,Ingalls,2394,Madison,095,IN,18,39.9569851,-85.8052565
Civil,-999,Buckeye Lake,2746,Licking,089,OH,39,39.9336753,-82.4723781
Civil,-999,Clarington,384,Monroe,111,OH,39,39.7656311,-80.8712059
Civil,-999,Bulpitt,222,Christian,021,IL,17,39.5917159,-89.4239811
Civil,-999,Trimble,646,Clinton,049,MO,29,39.4711096,-94.5646761
Civil,-999,Ashburn,52,Pike,163,MO,29,39.5447683,-91.1687521
Civil,County Seat,Spencer,2217,Owen,119,IN,18,39.2867117,-86.7625058
Civil,-999,Jonesville,177,Bartholomew,005,IN,18,39.0606081,-85.8897033
Civil,County Seat,Warrenton,7880,Warren,219,MO,29,38.811436,-91.1415375
Civil,-999,Dupont,339,Jefferson,077,IN,18,38.8900563,-85.5141296
Civil,-999,Wilsey,153,Morris,127,KS,20,38.6361197,-96.6752855
Civil,County Seat,Warsaw,2127,Benton,015,MO,29,38.2430811,-93.3818711
Civil,-999,Ferdinand,2157,Dubois,037,IN,18,38.223944,-86.8622155
Civil,-999,Westphalia,163,Anderson,003,KS,20,38.1819684,-95.4902605
Civil,-999,Turon,387,Reno,155,KS,20,37.8072386,-98.4267424
Civil,-999,Valley Center,6822,Sedgwick,173,KS,20,37.8347342,-97.3733759
Civil,-999,Verona,619,Lawrence,109,MO,29,36.9639476,-93.7957591
Civil,-999,Rives,63,Dunklin,069,MO,29,36.0936798,-90.0134243
Civil,County Seat,Beulah,342,Benzie,019,MI,26,44.631944,-86.0909242
Civil,County Seat,Roscommon,1075,Roscommon,143,MI,26,44.4983504,-84.5919682
Civil,-999,Mecosta,457,Mecosta,107,MI,26,43.6203054,-85.2264232
Civil,-999,Merrill,778,Saginaw,145,MI,26,43.4097497,-84.3288783
Civil,-999,North Branch,1033,Lapeer,087,MI,26,43.2294705,-83.1966117
Civil,County Seat,Springview,242,Keya Paha,103,NE,31,42.8244444,-99.7490055
Civil,-999,Pinckney,2427,Livingston,093,MI,26,42.4567013,-83.9463359
